Start_Date,End_Date,Crime,Current,Prior,Ratio,28Day_Current,28Day_Prior,28Day_Ratio,YTD_Current,YTD_Prior,YTD_Ratio,2YR,5YR,22YR,Volume_Number,Number_number,Mayor,Commissioner,Precinct
  12/12/2016,  12/18/2016,Burglary,0,0,***.*,4,8,-50.0,76,111,-31.5,-26.2,-28.3,-85.3,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,6,7,-14.3,28,22,27.3,383,352,8.8,21.2,68.7,0.8,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,2,-100.0,7,3,133.3,41,38,7.9,32.3,-40.6,-87.5,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,TOTAL,11,24,-54.17,68,85,-20.00,"1,016","1,096",-7.30,-1.17,15.59,-64.29,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Transit,0,1,-100.0,3,2,50.0,30,32,-6.3,30.4,-3.2,***.*,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Housing,2,3,-33.3,13,15,-13.3,124,133,-6.8,-10.1,22.8,***.*,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,10,11,-9.1,68,72,-5.6,868,991,-12.4,-16.1,-9.1,***.*,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,8,9,-11.1,25,35,-28.6,496,501,-1.0,-18.0,1.6,***.*,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,2,1,100.0,5,3,66.7,52,52,0.0,73.3,116.7,***.*,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,1,-100.0,1,3,-66.7,22,24,-8.3,15.8,-46.3,-71.8,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,1,-100.0,1,3,-66.7,20,19,5.3,53.8,-39.4,-72.6,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,1,1,0.0,0.0,-50.0,-95.7,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,1,0,***.*,8,9,-11.1,-38.5,-27.3,-77.1,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Robbery,1,4,-75.0,10,8,25.0,125,137,-8.8,-1.6,-32.8,-85.5,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,2,1,100.0,11,6,83.3,123,100,23.0,1.7,23.0,-73.0,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Burglary,5,4,25.0,14,9,55.6,129,99,30.3,-8.5,3.2,-87.6,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,21,14,50.0,70,53,32.1,645,578,11.6,16.8,23.1,-40.5,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,G.L.A.,1,2,-50.0,4,2,100.0,28,52,-46.2,-36.4,-34.9,-97.1,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,TOTAL,30,25,20.00,110,78,41.03,"1,059",976,8.50,6.01,6.86,-76.29,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Transit,1,1,0.0,1,3,-66.7,36,46,-21.7,-23.4,24.1,***.*,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Housing,2,1,100.0,8,8,0.0,102,90,13.3,12.1,37.8,***.*,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,17,16,6.3,92,86,7.0,"1,055","1,055",0.0,12.4,2.0,***.*,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,2,8,-75.0,20,21,-4.8,265,271,-2.2,-4.7,-16.9,***.*,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,0,***.*,2,3,-33.3,44,22,100.0,69.2,175.0,***.*,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,2,5,-60.0,0.0,-60.0,-96.2,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,2,5,-60.0,0.0,-60.0,-96.0,23,50,Bill de Blasio,James P. O誰eill,24th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,1,0,***.*,2,7,-71.4,-50.0,-33.3,-92.3,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Rape,0,3,-100.0,0,3,-100.0,20,25,-20.0,25.0,-25.9,-67.2,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Robbery,1,11,-90.9,11,21,-47.6,189,209,-9.6,-22.9,-24.1,-78.7,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Fel. Assault,5,8,-37.5,13,31,-58.1,317,291,8.9,29.4,45.4,-43.9,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Burglary,2,3,-33.3,4,8,-50.0,91,108,-15.7,-12.5,1.1,-80.7,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,0,9,-100.0,15,29,-48.3,300,325,-7.7,-10.2,19.5,-45.8,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,G.L.A.,1,0,***.*,1,4,-75.0,29,33,-12.1,26.1,-21.6,-92.8,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,TOTAL,9,34,-73.53,45,96,-53.13,948,998,-5.01,-2.37,8.34,-68.05,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Transit,0,0,***.*,1,1,0.0,5,10,-50.0,-16.7,-16.7,***.*,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Housing,6,16,-62.5,22,39,-43.6,329,349,-5.7,1.9,15.0,***.*,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Petit Larceny,12,10,20.0,53,51,3.9,649,670,-3.1,-5.8,0.6,***.*,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Misd. Assault,5,15,-66.7,38,43,-11.6,599,644,-7.0,2.6,-8.7,***.*,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,1,-100.0,5,2,150.0,39,38,2.6,-4.9,11.4,***.*,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,1,-100.0,0,1,-100.0,20,21,-4.8,17.6,-50.0,-79.2,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,1,-100.0,0,1,-100.0,18,18,0.0,28.6,-48.6,-80.0,23,50,Bill de Blasio,James P. O誰eill,23rd Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,-100.0,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,0,1,-100.0,1,3,-66.7,0.0,-83.3,-90.9,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Robbery,0,0,***.*,5,3,66.7,23,27,-14.8,15.0,0.0,-88.5,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Fel. Assault,0,0,***.*,0,0,***.*,6,3,100.0,-45.5,0.0,-83.8,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Burglary,0,0,***.*,0,0,***.*,3,3,0.0,50.0,0.0,-91.2,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,0,0,***.*,1,0,***.*,43,49,-12.2,-10.4,-30.6,-75.6,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,0,***.*,0,0,***.*,0,0,***.*,-100.0,***.*,-100.0,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,TOTAL,0,0,***.*,6,4,50.00,76,85,-10.59,-8.43,-24.00,-83.86,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Petit Larceny,0,2,-100.0,1,4,-75.0,66,89,-25.8,-19.5,-34.7,***.*,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Misd. Assault,2,2,0.0,2,4,-50.0,31,20,55.0,24.0,63.2,***.*,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,0,***.*,0,1,-100.0,8,4,100.0,300.0,33.3,***.*,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,23,50,Bill de Blasio,James P. O誰eill,Central Park Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,0,1,-100.0,4,5,-20.0,-50.0,-63.6,-80.0,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Robbery,1,1,0.0,3,9,-66.7,57,67,-14.9,18.8,-32.9,-90.0,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,1,1,0.0,7,5,40.0,64,59,8.5,45.5,20.8,-31.9,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Burglary,0,0,***.*,3,2,50.0,56,61,-8.2,-34.9,-43.4,-93.6,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,16,15,6.7,58,45,28.9,612,620,-1.3,-5.7,-6.8,-64.9,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,0,***.*,0,1,-100.0,28,30,-6.7,-9.7,-15.2,-97.5,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,TOTAL,18,17,5.88,71,63,12.70,821,842,-2.49,-5.20,-12.57,-81.50,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Transit,1,0,***.*,3,0,***.*,27,20,35.0,145.5,-15.6,***.*,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Housing,0,0,***.*,5,3,66.7,33,18,83.3,57.1,32.0,***.*,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,24,15,60.0,96,71,35.2,"1,179","1,140",3.4,-0.8,16.5,***.*,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,5,4,25.0,14,20,-30.0,182,186,-2.2,-20.9,-33.3,***.*,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,0,***.*,2,0,***.*,58,31,87.1,100.0,190.0,***.*,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,1,1,0.0,-50.0,***.*,-50.0,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,1,1,0.0,0.0,***.*,-50.0,23,50,Bill de Blasio,James P. O誰eill,20th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,2,1,100.0,***.*,100.0,-60.0,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,0,0,***.*,5,8,-37.5,-54.5,-66.7,-83.3,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Robbery,2,5,-60.0,14,12,16.7,93,103,-9.7,8.1,-34.0,-93.0,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,1,1,0.0,9,11,-18.2,121,121,0.0,18.6,30.1,-57.5,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Burglary,5,6,-16.7,14,17,-17.6,198,167,18.6,-6.2,-13.5,-93.2,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,31,34,-8.8,105,140,-25.0,"1,363","1,351",0.9,0.5,10.9,-62.6,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,G.L.A.,1,1,0.0,3,4,-25.0,71,74,-4.1,-11.3,-19.3,-97.9,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,TOTAL,40,47,-14.89,145,184,-21.20,"1,853","1,825",1.53,0.38,3.17,-83.98,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Transit,0,2,-100.0,2,4,-50.0,25,44,-43.2,13.6,-3.8,***.*,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Housing,2,0,***.*,3,2,50.0,25,28,-10.7,-13.8,4.2,***.*,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,34,29,17.2,129,121,6.6,"1,617","1,540",5.0,6.8,-0.3,***.*,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,7,6,16.7,26,24,8.3,319,283,12.7,7.0,-4.5,***.*,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,1,1,0.0,5,3,66.7,67,60,11.7,0.0,55.8,***.*,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,19th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,0,0,***.*,-100.0,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Rape,1,1,0.0,1,1,0.0,13,15,-13.3,30.0,-13.3,-48.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Robbery,4,3,33.3,17,13,30.8,158,156,1.3,30.6,18.8,-88.2,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Fel. Assault,3,0,***.*,9,8,12.5,182,151,20.5,9.0,37.9,-61.9,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Burglary,4,6,-33.3,20,31,-35.5,200,212,-5.7,-2.9,10.5,-90.4,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Gr. Larceny,41,46,-10.9,155,165,-6.1,"1,760","1,673",5.2,1.0,1.9,-76.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,G.L.A.,1,0,***.*,2,1,100.0,30,37,-18.9,-16.7,-33.3,-93.8,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,TOTAL,54,56,-3.57,204,219,-6.85,"2,343","2,244",4.41,2.54,4.74,-80.07,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Transit,1,1,0.0,7,7,0.0,75,73,2.7,29.3,15.4,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Housing,0,0,***.*,0,0,***.*,4,7,-42.9,100.0,-33.3,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Petit Larceny,32,45,-28.9,129,147,-12.2,"1,890","1,887",0.2,-6.2,-0.3,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Misd. Assault,10,7,42.9,57,50,14.0,621,571,8.8,24.0,39.2,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Misd. Sex Crimes,3,0,***.*,10,11,-9.1,82,70,17.1,41.4,36.7,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,0,1,-100.0,***.*,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,0,1,-100.0,***.*,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct North
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,1,1,0.0,***.*,***.*,***.*,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,2,0,***.*,9,3,200.0,-18.2,12.5,-35.7,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Robbery,2,0,***.*,6,4,50.0,62,48,29.2,5.1,10.7,-89.8,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,0,5,-100.0,3,9,-66.7,70,69,1.4,62.8,32.1,-55.4,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Burglary,2,2,0.0,3,7,-57.1,81,95,-14.7,-31.4,-11.0,-93.2,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,18,26,-30.8,62,75,-17.3,709,695,2.0,14.5,-1.9,-67.9,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,1,-100.0,1,1,0.0,26,40,-35.0,-13.3,-13.3,-95.8,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,TOTAL,22,34,-35.29,77,96,-19.79,958,951,0.74,8.86,-0.31,-80.01,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Transit,1,4,-75.0,1,5,-80.0,36,55,-34.5,5.9,5.9,***.*,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,11,8,37.5,43,39,10.3,676,579,16.8,6.8,11.6,***.*,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,6,7,-14.3,20,22,-9.1,225,200,12.5,-5.5,0.9,***.*,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,2,2,0.0,5,7,-28.6,53,56,-5.4,15.2,29.3,***.*,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,0,1,-100.0,***.*,***.*,-100.0,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,0,1,-100.0,***.*,***.*,-100.0,23,50,Bill de Blasio,James P. O誰eill,17th Precinct
  12/12/2016,  12/18/2016,Murder,1,0,***.*,1,0,***.*,2,7,-71.4,***.*,***.*,-80.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Rape,0,0,***.*,2,1,100.0,15,13,15.4,25.0,-11.8,-62.5,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Robbery,2,6,-66.7,19,18,5.6,194,211,-8.1,14.8,19.8,-92.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Fel. Assault,6,6,0.0,12,17,-29.4,174,174,0.0,9.4,-3.3,-73.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Burglary,2,6,-66.7,26,21,23.8,248,296,-16.2,-8.5,-26.2,-90.4,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Gr. Larceny,52,62,-16.1,189,187,1.1,"2,017","1,968",2.5,1.6,-9.1,-77.8,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,G.L.A.,2,1,100.0,2,1,100.0,23,27,-14.8,-8.0,4.5,-93.3,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,TOTAL,65,81,-19.75,251,245,2.45,"2,673","2,696",-0.85,1.95,-8.99,-82.34,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Transit,4,5,-20.0,16,14,14.3,182,141,29.1,36.8,25.5,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Petit Larceny,30,76,-60.5,203,297,-31.6,"3,201","3,712",-13.8,-18.7,-31.5,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Misd. Assault,8,17,-52.9,50,41,22.0,637,605,5.3,16.7,8.1,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Misd. Sex Crimes,1,4,-75.0,11,13,-15.4,170,184,-7.6,37.1,-3.4,***.*,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Shooting Vic.,1,0,***.*,2,0,***.*,2,4,-50.0,***.*,-50.0,-75.0,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Shooting Inc.,1,0,***.*,2,0,***.*,2,2,0.0,***.*,-33.3,-71.4,23,50,Bill de Blasio,James P. O誰eill,Midtown Precinct South
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,2,2,0.0,***.*,-33.3,-66.7,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Rape,1,0,***.*,2,3,-33.3,22,19,15.8,83.3,69.2,4.8,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Robbery,2,3,-33.3,9,7,28.6,111,141,-21.3,-20.7,-39.3,-89.2,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,4,7,-42.9,14,15,-6.7,160,193,-17.1,-7.0,13.5,-45.0,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Burglary,7,8,-12.5,14,24,-41.7,175,235,-25.5,-28.0,-28.6,-89.0,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,28,27,3.7,114,112,1.8,"1,317","1,360",-3.2,-4.8,-8.0,-50.8,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,0,***.*,0,1,-100.0,24,58,-58.6,-51.0,-55.6,-98.1,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,TOTAL,42,45,-6.67,153,162,-5.56,"1,811","2,008",-9.81,-9.40,-12.55,-73.58,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Transit,3,1,200.0,7,6,16.7,95,97,-2.1,28.4,26.7,***.*,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Housing,1,1,0.0,2,2,0.0,11,18,-38.9,57.1,-35.3,***.*,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,36,27,33.3,134,120,11.7,"1,828","1,860",-1.7,0.1,1.5,***.*,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,9,10,-10.0,37,30,23.3,386,465,-17.0,-6.1,-4.7,***.*,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,1,3,-66.7,3,6,-50.0,103,91,13.2,17.0,33.8,***.*,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,7,5,40.0,133.3,133.3,-30.0,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,4,3,33.3,100.0,100.0,-60.0,23,50,Bill de Blasio,James P. O誰eill,13th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,0,1,-100.0,***.*,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,10th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,0,1,-100.0,9,11,-18.2,28.6,0.0,-65.4,23,50,Bill de Blasio,James P. O誰eill,10th Precinct
  12/12/2016,  12/18/2016,Robbery,1,1,0.0,5,7,-28.6,92,98,-6.1,8.2,-17.9,-84.6,23,50,Bill de Blasio,James P. O誰eill,10th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,0,1,-100.0,8,8,0.0,94,101,-6.9,-10.5,-28.2,-61.0,23,50,Bill de Blasio,James P. O誰eill,10th Precinct
  12/12/2016,  12/18/2016,Burglary,0,2,-100.0,6,4,50.0,76,70,8.6,10.1,-21.6,-87.7,23,50,Bill de Blasio,James P. O誰eill,10th Precinct
