Start_Date,End_Date,Crime,Current,Prior,Ratio,28Day_Current,28Day_Prior,28Day_Ratio,YTD_Current,YTD_Prior,YTD_Ratio,2YR,5YR,22YR,Volume_Number,Number_number,Mayor,Commissioner,Precinct
  12/12/2016,  12/18/2016,Fel. Assault,7,14,-50.0,39,42,-7.1,548,617,-11.2,-14.4,9.6,-40.2,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Burglary,6,4,50.0,23,21,9.5,296,310,-4.5,-3.9,-21.9,-84.2,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,17,15,13.3,56,65,-13.8,673,681,-1.2,0.0,21.7,-10.7,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,4,-100.0,7,15,-53.3,171,207,-17.4,6.2,-28.2,-91.3,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,TOTAL,41,51,-19.61,156,190,-17.89,"2,262","2,406",-5.99,-3.87,1.57,-70.43,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Transit,0,0,***.*,3,1,200.0,25,22,13.6,-7.4,78.6,***.*,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Housing,8,6,33.3,22,24,-8.3,315,302,4.3,27.0,42.5,***.*,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Petit Larceny,36,20,80.0,135,109,23.9,"1,634","1,457",12.1,10.5,10.3,***.*,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Misd. Assault,26,21,23.8,103,84,22.6,"1,291","1,289",0.2,-7.9,-14.6,***.*,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,1,-100.0,5,3,66.7,66,51,29.4,3.1,26.9,***.*,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,1,-100.0,1,3,-66.7,21,53,-60.4,-53.3,-58.8,-85.9,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,1,-100.0,1,3,-66.7,18,39,-53.8,-52.6,-58.1,-86.7,23,50,Bill de Blasio,James P. O誰eill,43rd Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,2,1,100.0,7,6,16.7,40.0,-41.7,-79.4,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Rape,2,0,***.*,3,2,50.0,34,34,0.0,13.3,61.9,-53.4,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Robbery,9,6,50.0,30,36,-16.7,308,313,-1.6,2.3,-2.5,-75.6,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Fel. Assault,7,10,-30.0,27,34,-20.6,469,367,27.8,12.7,52.3,-50.1,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Burglary,2,6,-66.7,6,19,-68.4,164,181,-9.4,5.8,11.6,-84.7,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,9,8,12.5,27,38,-28.9,295,298,-1.0,-3.3,29.4,-17.6,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,4,-100.0,4,10,-60.0,83,108,-23.1,-11.7,-28.4,-82.1,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,TOTAL,29,34,-14.71,99,140,-29.29,"1,360","1,307",4.06,4.13,18.47,-67.64,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Transit,0,0,***.*,1,2,-50.0,13,14,-7.1,0.0,-23.5,***.*,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Housing,8,6,33.3,23,24,-4.2,207,219,-5.5,2.0,7.3,***.*,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Petit Larceny,23,28,-17.9,89,88,1.1,964,822,17.3,11.4,27.3,***.*,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Misd. Assault,20,22,-9.1,68,80,-15.0,934,862,8.4,6.7,9.0,***.*,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,0,***.*,6,4,50.0,44,33,33.3,51.7,-6.4,***.*,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,1,-100.0,2,5,-60.0,26,36,-27.8,-36.6,-45.8,-78.2,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,1,-100.0,2,5,-60.0,20,32,-37.5,-44.4,-52.4,-82.5,23,50,Bill de Blasio,James P. O誰eill,42nd Precinct
  12/12/2016,  12/18/2016,Murder,1,0,***.*,1,0,***.*,8,3,166.7,100.0,100.0,-81.0,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Rape,1,1,0.0,4,4,0.0,22,20,10.0,22.2,10.0,-31.3,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Robbery,3,5,-40.0,22,18,22.2,232,221,5.0,-3.7,-16.2,-72.2,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Fel. Assault,7,11,-36.4,17,38,-55.3,320,331,-3.3,-6.7,-16.9,-35.2,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Burglary,3,6,-50.0,10,16,-37.5,161,160,0.6,-21.5,-21.5,-84.2,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,7,1,600.0,30,13,130.8,329,323,1.9,-9.1,23.7,-24.9,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,G.L.A.,1,2,-50.0,4,3,33.3,73,65,12.3,-2.7,-3.9,-82.8,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,TOTAL,23,26,-11.54,88,92,-4.35,"1,145","1,123",1.96,-8.25,-7.14,-65.11,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Transit,2,0,***.*,3,2,50.0,42,41,2.4,44.8,68.0,***.*,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Housing,0,0,***.*,0,1,-100.0,22,15,46.7,-18.5,69.2,***.*,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Petit Larceny,15,12,25.0,70,58,20.7,868,830,4.6,6.5,33.3,***.*,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Misd. Assault,12,16,-25.0,46,43,7.0,617,663,-6.9,-11.1,-2.8,***.*,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,1,-100.0,2,2,0.0,49,29,69.0,81.5,58.1,***.*,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,1,0,***.*,1,0,***.*,23,17,35.3,9.5,-17.9,-80.0,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,1,0,***.*,1,0,***.*,20,17,17.6,0.0,-20.0,-79.2,23,50,Bill de Blasio,James P. O誰eill,41st Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,14,9,55.6,133.3,0.0,-79.4,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Rape,0,1,-100.0,1,5,-80.0,36,36,0.0,33.3,63.6,-55.0,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Robbery,14,15,-6.7,34,66,-48.5,501,503,-0.4,24.6,14.6,-72.8,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,11,19,-42.1,54,55,-1.8,720,559,28.8,56.9,71.0,-32.1,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Burglary,5,7,-28.6,22,23,-4.3,248,226,9.7,71.0,27.2,-81.1,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,7,23,-69.6,51,61,-16.4,708,627,12.9,41.6,67.8,-5.2,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,G.L.A.,1,2,-50.0,8,5,60.0,89,95,-6.3,-9.2,-26.4,-86.0,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,TOTAL,38,67,-43.28,170,215,-20.93,"2,316","2,055",12.70,41.48,41.91,-59.74,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Transit,2,2,0.0,5,13,-61.5,90,87,3.4,50.0,40.6,***.*,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Housing,3,9,-66.7,16,32,-50.0,328,310,5.8,9.7,14.3,***.*,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,39,30,30.0,145,141,2.8,"1,640","1,773",-7.5,1.5,18.4,***.*,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,23,18,27.8,100,96,4.2,"1,263","1,264",-0.1,7.7,14.3,***.*,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,1,1,0.0,3,5,-40.0,58,76,-23.7,-30.1,13.7,***.*,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,1,-100.0,0,1,-100.0,38,30,26.7,-7.3,-36.7,-82.0,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,1,-100.0,0,1,-100.0,31,29,6.9,-13.9,-40.4,-83.7,23,50,Bill de Blasio,James P. O誰eill,40th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,1,0,***.*,4,3,33.3,300.0,0.0,-92.0,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Rape,1,0,***.*,1,1,0.0,9,22,-59.1,-35.7,-59.1,-89.8,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Robbery,4,6,-33.3,13,27,-51.9,217,239,-9.2,2.8,-20.8,-83.2,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,4,2,100.0,19,15,26.7,299,238,25.6,51.0,38.4,-63.7,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Burglary,2,1,100.0,10,16,-37.5,132,181,-27.1,-20.5,-25.8,-93.0,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,9,15,-40.0,32,44,-27.3,537,496,8.3,23.4,41.7,-53.6,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,G.L.A.,1,0,***.*,6,7,-14.3,68,86,-20.9,-4.2,-23.6,-96.2,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,TOTAL,21,24,-12.50,82,110,-25.45,"1,266","1,265",0.08,15.51,8.95,-82.14,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Transit,2,0,***.*,2,1,100.0,30,34,-11.8,-16.7,15.4,***.*,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Housing,0,0,***.*,0,2,-100.0,27,25,8.0,107.7,22.7,***.*,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,14,14,0.0,63,68,-7.4,787,719,9.5,6.1,27.8,***.*,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,5,12,-58.3,27,30,-10.0,541,498,8.6,8.0,2.3,***.*,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,4,-100.0,1,4,-75.0,29,30,-3.3,20.8,11.5,***.*,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,1,-100.0,2,2,0.0,15,13,15.4,50.0,87.5,-91.3,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,1,-100.0,2,2,0.0,13,9,44.4,62.5,62.5,-91.3,23,50,Bill de Blasio,James P. O誰eill,34th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,3,1,200.0,50.0,-25.0,***.*,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Rape,0,1,-100.0,2,4,-50.0,14,20,-30.0,-26.3,-22.2,0.0,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Robbery,4,3,33.3,12,8,50.0,118,133,-11.3,-16.9,-50.8,-4.8,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Fel. Assault,0,6,-100.0,22,15,46.7,185,185,0.0,10.8,8.2,65.2,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Burglary,2,2,0.0,3,9,-66.7,48,99,-51.5,-56.0,-52.5,-67.6,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,3,4,-25.0,20,23,-13.0,289,293,-1.4,-8.3,11.2,228.4,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,0,***.*,1,1,0.0,28,41,-31.7,-17.6,-56.9,-75.4,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,TOTAL,9,16,-43.75,60,60,0.00,685,772,-11.27,-13.07,-20.26,14.17,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Transit,0,0,***.*,1,1,0.0,21,25,-16.0,-25.0,50.0,***.*,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Housing,0,0,***.*,2,0,***.*,17,7,142.9,54.5,41.7,***.*,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Petit Larceny,27,9,200.0,68,40,70.0,748,629,18.9,18.2,33.1,***.*,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Misd. Assault,11,4,175.0,37,32,15.6,397,391,1.5,2.6,-13.9,***.*,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,1,-100.0,4,2,100.0,27,29,-6.9,50.0,12.5,***.*,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,1,0,***.*,11,9,22.2,37.5,22.2,-15.4,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,1,0,***.*,10,8,25.0,66.7,11.1,-23.1,23,50,Bill de Blasio,James P. O誰eill,33rd Precinct
  12/12/2016,  12/18/2016,Murder,1,0,***.*,1,0,***.*,7,2,250.0,75.0,-12.5,-87.3,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Rape,1,0,***.*,1,3,-66.7,30,34,-11.8,87.5,-6.3,-63.4,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Robbery,2,1,100.0,16,24,-33.3,192,265,-27.5,-22.0,-32.9,-79.1,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Fel. Assault,4,8,-50.0,29,33,-12.1,344,334,3.0,17.8,13.9,-63.8,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Burglary,2,1,100.0,6,10,-40.0,129,109,18.3,37.2,5.7,-86.4,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,5,10,-50.0,22,27,-18.5,272,296,-8.1,-8.1,-6.2,-33.3,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,1,-100.0,1,3,-66.7,48,36,33.3,77.8,-4.0,-80.5,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,TOTAL,15,21,-28.57,76,100,-24.00,"1,022","1,076",-5.02,4.82,-6.24,-71.67,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Transit,0,0,***.*,0,1,-100.0,12,7,71.4,9.1,20.0,***.*,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Housing,2,3,-33.3,9,16,-43.8,163,198,-17.7,-3.6,-3.0,***.*,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Petit Larceny,7,19,-63.2,48,64,-25.0,651,694,-6.2,-2.1,4.8,***.*,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Misd. Assault,4,16,-75.0,34,44,-22.7,611,677,-9.7,-9.7,-25.6,***.*,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,1,2,-50.0,4,7,-42.9,41,24,70.8,41.4,41.4,***.*,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,2,0,***.*,3,1,200.0,43,29,48.3,79.2,13.2,-66.4,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,2,0,***.*,3,1,200.0,35,23,52.2,52.2,9.4,-69.8,23,50,Bill de Blasio,James P. O誰eill,32nd Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,2,2,0.0,-71.4,-71.4,-96.2,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,1,2,-50.0,21,19,10.5,16.7,-36.4,-53.3,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Robbery,4,1,300.0,19,7,171.4,170,160,6.3,19.7,-30.6,-74.8,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,6,6,0.0,12,10,20.0,177,167,6.0,-10.2,6.0,-73.3,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Burglary,1,1,0.0,4,5,-20.0,70,98,-28.6,-28.6,-32.7,-90.8,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,7,4,75.0,34,18,88.9,228,244,-6.6,-6.6,60.6,-32.7,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,G.L.A.,1,0,***.*,5,1,400.0,31,25,24.0,40.9,-39.2,-90.2,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,TOTAL,19,12,58.33,75,43,74.42,699,715,-2.24,-3.98,-6.68,-75.52,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Transit,1,0,***.*,2,3,-33.3,25,21,19.0,0.0,66.7,***.*,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Housing,0,0,***.*,1,0,***.*,10,11,-9.1,11.1,66.7,***.*,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,12,8,50.0,44,31,41.9,507,428,18.5,13.7,35.9,***.*,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,10,5,100.0,23,19,21.1,344,383,-10.2,-32.3,-29.2,***.*,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,1,0,***.*,3,2,50.0,25,24,4.2,19.0,31.6,***.*,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,0,0,***.*,10,9,11.1,-41.2,-33.3,-87.7,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,0,0,***.*,7,4,75.0,-50.0,-46.2,-91.1,23,50,Bill de Blasio,James P. O誰eill,30th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,1,0,***.*,3,3,0.0,200.0,-50.0,-90.9,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,0,1,-100.0,10,13,-23.1,-28.6,-23.1,-76.7,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Robbery,6,7,-14.3,17,15,13.3,200,178,12.4,19.0,-18.0,-76.6,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,3,8,-62.5,18,26,-30.8,233,224,4.0,20.7,33.1,-67.1,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Burglary,0,2,-100.0,4,12,-66.7,113,99,14.1,48.7,8.7,-86.8,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,8,7,14.3,39,25,56.0,404,370,9.2,23.5,35.6,-14.4,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,0,***.*,1,1,0.0,24,23,4.3,9.1,20.0,-83.2,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,TOTAL,17,24,-29.17,80,80,0.00,987,910,8.46,23.22,14.77,-68.24,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Transit,0,0,***.*,2,0,***.*,27,30,-10.0,50.0,80.0,***.*,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Housing,2,1,100.0,8,4,100.0,57,57,0.0,3.6,18.8,***.*,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,24,30,-20.0,104,104,0.0,"1,085",990,9.6,-1.2,10.0,***.*,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,7,6,16.7,29,28,3.6,443,391,13.3,7.8,-9.6,***.*,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,1,-100.0,2,1,100.0,29,27,7.4,38.1,123.1,***.*,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,1,-100.0,3,2,50.0,14,19,-26.3,75.0,-39.1,-86.0,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,1,-100.0,3,2,50.0,12,18,-33.3,71.4,-40.0,-85.9,23,50,Bill de Blasio,James P. O誰eill,28th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,0,0,***.*,-100.0,-100.0,-100.0,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Rape,0,0,***.*,2,0,***.*,10,5,100.0,-41.2,-23.1,-60.0,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Robbery,0,1,-100.0,9,6,50.0,104,118,-11.9,-14.8,-38.1,-86.1,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,1,1,0.0,7,2,250.0,88,75,17.3,7.3,-16.2,-69.0,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Burglary,0,1,-100.0,2,2,0.0,55,58,-5.2,-1.8,-29.5,-90.8,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Gr. Larceny,6,7,-14.3,25,24,4.2,307,294,4.4,-1.0,18.5,-52.6,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,G.L.A.,0,0,***.*,0,2,-100.0,22,24,-8.3,10.0,-15.4,-93.8,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,TOTAL,7,10,-30.00,45,36,25.00,586,574,2.09,-3.78,-9.98,-78.02,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Transit,0,1,-100.0,4,4,0.0,47,38,23.7,56.7,34.3,***.*,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Housing,1,0,***.*,4,3,33.3,73,63,15.9,-7.6,-3.9,***.*,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Petit Larceny,7,13,-46.2,33,35,-5.7,421,390,7.9,-7.7,-27.9,***.*,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Misd. Assault,8,3,166.7,16,10,60.0,220,223,-1.3,-0.9,-22.3,***.*,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Misd. Sex Crimes,0,0,***.*,2,0,***.*,34,27,25.9,17.2,41.7,***.*,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Shooting Vic.,0,0,***.*,1,0,***.*,5,7,-28.6,-28.6,-16.7,-85.7,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Shooting Inc.,0,0,***.*,1,0,***.*,5,7,-28.6,-28.6,-16.7,-83.3,23,50,Bill de Blasio,James P. O誰eill,26th Precinct
  12/12/2016,  12/18/2016,Murder,0,0,***.*,0,0,***.*,3,5,-40.0,-40.0,-76.9,-91.4,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Rape,1,3,-66.7,2,7,-71.4,22,22,0.0,-18.5,29.4,-45.0,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Robbery,1,4,-75.0,10,16,-37.5,171,223,-23.3,-20.5,-23.0,-80.8,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
  12/12/2016,  12/18/2016,Fel. Assault,3,8,-62.5,17,29,-41.4,320,345,-7.2,-3.3,42.2,-51.1,23,50,Bill de Blasio,James P. O誰eill,25th Precinct
